,age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,subscribed
5000,32,management,single,tertiary,no,728,yes,no,21,may,125,1,-1,0,no
26557,34,self-employed,married,tertiary,no,1545,yes,no,20,nov,895,1,183,2,no
6473,36,services,single,secondary,no,-295,yes,yes,27,may,132,3,-1,0,no
6150,34,blue-collar,married,primary,no,-106,yes,no,27,may,237,1,-1,0,no
34593,45,admin.,single,secondary,no,-11,yes,no,5,may,247,1,-1,0,no
13471,47,blue-collar,married,secondary,no,690,yes,no,9,jul,113,1,-1,0,no
28252,35,management,single,tertiary,no,474,yes,yes,29,jan,372,1,-1,0,no
29826,52,technician,divorced,secondary,no,643,yes,no,4,feb,270,1,-1,0,no
39106,38,entrepreneur,married,tertiary,no,170,yes,no,18,may,442,1,-1,0,yes
38358,45,blue-collar,married,primary,no,900,yes,no,15,may,26,1,340,1,no
24189,44,management,married,tertiary,no,6203,yes,yes,17,nov,58,1,188,1,no
32048,65,management,married,secondary,no,5251,no,no,14,apr,226,5,-1,0,no
28141,29,blue-collar,single,secondary,no,1296,yes,yes,29,jan,275,1,240,1,no
25368,32,blue-collar,married,secondary,no,1,yes,no,18,nov,77,3,-1,0,no
34052,26,student,single,tertiary,no,2,no,no,30,apr,120,2,-1,0,no
20252,40,housemaid,married,secondary,no,116,no,no,11,aug,1099,4,-1,0,no
11914,24,technician,single,primary,no,126,yes,no,20,jun,10,58,-1,0,no
10891,52,services,married,secondary,no,517,yes,no,17,jun,180,1,-1,0,no
20790,38,management,married,tertiary,no,3452,no,no,13,aug,132,2,-1,0,no
18993,43,technician,married,tertiary,no,0,no,no,4,aug,1488,2,-1,0,yes
22416,46,services,married,primary,no,599,no,no,22,aug,257,2,-1,0,no
23915,33,management,single,tertiary,no,335,no,no,29,aug,130,4,-1,0,no
38630,24,admin.,single,secondary,no,290,yes,no,15,may,80,3,368,4,no
30534,39,blue-collar,single,secondary,no,357,no,yes,5,feb,250,3,-1,0,no
39625,36,admin.,single,tertiary,no,635,no,no,26,may,80,1,102,1,no
1492,55,blue-collar,married,primary,no,82,yes,no,8,may,292,2,-1,0,no
22937,35,technician,married,secondary,no,5535,no,no,26,aug,0,15,-1,0,no
36308,35,blue-collar,single,secondary,no,0,yes,no,11,may,371,1,305,1,no
27563,39,blue-collar,married,primary,no,477,yes,yes,21,nov,229,2,-1,0,no
9272,52,self-employed,single,tertiary,no,1623,yes,no,5,jun,21,17,-1,0,no
10754,36,management,married,tertiary,no,0,no,no,17,jun,222,3,-1,0,no
31038,26,management,single,tertiary,no,1222,no,yes,11,feb,108,1,-1,0,no
14846,31,technician,divorced,secondary,no,105,yes,no,16,jul,72,1,-1,0,no
16057,52,blue-collar,married,secondary,no,5275,no,yes,22,jul,1029,3,-1,0,no
20798,31,management,single,tertiary,no,363,no,no,13,aug,94,2,-1,0,no
22167,35,technician,single,tertiary,no,8,no,no,21,aug,169,2,-1,0,no
10451,39,management,divorced,tertiary,no,452,yes,no,12,jun,232,2,-1,0,no
34767,30,self-employed,married,tertiary,yes,-1083,yes,no,6,may,401,1,336,2,no
31711,53,blue-collar,married,secondary,no,2531,yes,no,7,apr,413,1,-1,0,no
16883,39,entrepreneur,married,primary,no,13930,yes,no,25,jul,337,2,-1,0,no
21834,53,management,married,tertiary,no,404,no,no,20,aug,329,4,-1,0,no
43483,39,technician,married,secondary,no,603,no,yes,15,apr,214,1,-1,0,yes
6769,29,management,single,tertiary,no,-158,yes,no,28,may,399,1,-1,0,no
18152,35,services,married,secondary,no,0,yes,no,30,jul,251,3,-1,0,no
35161,30,management,married,secondary,no,-559,yes,yes,7,may,98,1,167,2,no
11358,50,blue-collar,married,secondary,no,5,no,no,19,jun,170,7,-1,0,no
4726,34,blue-collar,married,secondary,no,1831,yes,no,20,may,203,2,-1,0,no
14148,45,management,married,tertiary,no,2220,yes,no,11,jul,128,2,-1,0,no
545,36,admin.,married,secondary,no,639,yes,no,6,may,191,1,-1,0,no
38155,21,blue-collar,married,primary,no,-172,yes,yes,15,may,409,1,361,3,yes
18866,42,management,married,tertiary,no,255,no,no,4,aug,302,2,-1,0,no
9895,36,admin.,single,secondary,no,13698,no,no,9,jun,136,1,-1,0,no
39225,26,services,single,primary,no,-32,yes,no,18,may,486,2,336,6,no
7094,24,student,single,secondary,no,1919,yes,no,29,may,127,4,-1,0,no
19836,52,blue-collar,married,secondary,no,331,no,no,8,aug,84,4,-1,0,no
34864,25,student,single,tertiary,no,505,yes,no,6,may,37,1,-1,0,no
15242,40,technician,married,secondary,no,500,yes,no,17,jul,175,3,-1,0,no
43160,56,technician,married,secondary,no,1938,no,yes,26,feb,229,1,192,4,yes
12977,54,self-employed,married,secondary,no,203,yes,no,7,jul,238,8,-1,0,no
13481,28,services,single,secondary,no,1950,no,no,9,jul,147,1,-1,0,no
13990,29,technician,single,secondary,no,3527,no,yes,10,jul,171,5,-1,0,no
15543,31,services,married,secondary,no,-163,yes,no,21,jul,200,2,-1,0,no
2968,41,entrepreneur,married,tertiary,no,221,yes,no,14,may,57,2,-1,0,no
22780,34,management,married,tertiary,no,169,no,no,25,aug,115,4,-1,0,no
26411,37,technician,married,tertiary,no,0,no,no,20,nov,53,3,-1,0,no
36192,42,technician,single,secondary,no,-853,yes,no,11,may,189,1,-1,0,no
25737,53,management,married,tertiary,no,241,yes,no,19,nov,137,1,-1,0,no
18211,39,technician,married,tertiary,no,-1099,yes,no,30,jul,56,9,-1,0,no
43818,63,blue-collar,married,secondary,no,641,no,no,27,may,417,2,-1,0,yes
32811,40,blue-collar,married,secondary,no,668,yes,no,17,apr,156,2,318,1,no
39053,35,blue-collar,single,primary,no,-4,yes,no,18,may,178,1,-1,0,no
39415,39,management,single,tertiary,no,307,no,no,22,may,182,2,-1,0,yes
15163,32,services,married,secondary,no,1844,yes,yes,17,jul,168,6,-1,0,no
4472,31,admin.,single,secondary,no,78,no,no,20,may,572,1,-1,0,no
11597,47,entrepreneur,married,secondary,no,0,no,no,19,jun,563,2,-1,0,no
40344,58,retired,married,primary,no,2074,no,no,18,jun,259,2,-1,0,yes
29565,26,technician,single,secondary,no,-168,no,yes,3,feb,246,1,-1,0,no
19413,41,management,single,secondary,no,911,no,no,6,aug,292,2,-1,0,no
3779,40,admin.,divorced,secondary,no,783,yes,yes,16,may,171,2,-1,0,no
39781,25,student,single,secondary,no,1116,yes,no,1,jun,119,1,20,5,no
40058,37,services,single,secondary,no,1045,no,no,4,jun,106,1,79,3,no
14232,35,blue-collar,married,secondary,no,1287,yes,no,14,jul,330,2,-1,0,no
10497,39,unemployed,married,tertiary,no,11787,no,no,16,jun,104,4,-1,0,no
17030,49,housemaid,married,secondary,no,183,no,no,25,jul,206,2,-1,0,no
12090,41,technician,married,secondary,no,0,no,no,20,jun,267,2,-1,0,no
42663,48,services,married,secondary,no,517,no,no,14,jan,273,1,-1,0,no
39595,31,technician,married,secondary,no,180,no,no,26,may,222,1,70,2,no
20639,30,management,single,tertiary,no,9634,no,no,12,aug,781,5,-1,0,no
16758,29,blue-collar,single,secondary,no,223,no,no,24,jul,1259,1,-1,0,no
45157,52,technician,married,tertiary,no,0,no,no,9,nov,467,3,92,7,yes
16790,54,entrepreneur,married,tertiary,no,1544,no,yes,24,jul,82,3,-1,0,no
728,44,management,married,tertiary,no,105,yes,no,6,may,1529,2,-1,0,no
34449,30,management,single,tertiary,no,0,yes,no,5,may,495,1,-1,0,no
22364,52,blue-collar,married,secondary,no,-164,no,no,22,aug,314,4,-1,0,no
40015,46,housemaid,married,tertiary,no,184,no,no,3,jun,167,1,-1,0,no
34765,39,admin.,single,secondary,no,4917,yes,yes,6,may,26,1,-1,0,no
35604,27,blue-collar,single,secondary,no,185,yes,no,7,may,212,1,-1,0,no
41187,59,management,married,tertiary,no,1978,yes,no,20,aug,928,1,-1,0,no
18172,46,entrepreneur,married,secondary,no,4000,no,no,30,jul,251,3,-1,0,no
42959,27,management,single,tertiary,no,390,no,no,9,feb,120,2,104,2,yes
44239,29,admin.,single,secondary,no,1277,no,no,20,jul,165,2,481,1,yes
21601,32,technician,married,secondary,no,4133,no,no,19,aug,175,6,-1,0,no
42669,33,services,single,secondary,no,133,no,no,14,jan,305,2,274,1,yes
23486,34,management,single,tertiary,no,1070,no,no,28,aug,91,15,-1,0,no
43901,50,technician,single,tertiary,no,2,no,no,10,jun,2389,1,-1,0,no
39648,47,housemaid,single,secondary,no,17023,no,no,26,may,379,2,97,4,no
10259,51,blue-collar,married,primary,no,2995,yes,no,11,jun,93,2,-1,0,no
37531,47,services,single,secondary,no,897,yes,no,13,may,48,4,176,2,no
9905,51,blue-collar,married,primary,no,0,no,no,9,jun,166,2,-1,0,no
30760,27,blue-collar,married,secondary,no,1024,no,no,6,feb,280,6,-1,0,no
16808,40,self-employed,married,tertiary,no,191,yes,no,24,jul,806,5,-1,0,no
28892,59,blue-collar,married,secondary,no,2605,no,no,30,jan,85,2,-1,0,no
24448,45,unemployed,single,secondary,no,0,yes,no,17,nov,113,2,-1,0,no
17347,41,management,married,tertiary,no,371,yes,no,28,jul,81,8,-1,0,no
28391,35,admin.,married,secondary,no,147,yes,yes,29,jan,41,1,184,7,no
104,27,technician,single,tertiary,no,0,yes,no,5,may,400,1,-1,0,no
33730,29,management,married,tertiary,no,482,no,no,22,apr,79,1,-1,0,no
35975,38,blue-collar,married,primary,no,0,yes,no,8,may,583,2,-1,0,no
26181,46,management,married,tertiary,no,22452,yes,no,20,nov,284,1,-1,0,no
6755,35,technician,married,secondary,no,194,yes,no,28,may,134,1,-1,0,no
30003,39,unemployed,married,secondary,no,1309,yes,no,4,feb,587,2,-1,0,no
14540,34,services,married,secondary,no,1005,yes,no,15,jul,274,3,-1,0,no
5521,37,technician,married,secondary,no,507,yes,yes,23,may,157,1,-1,0,no
14433,40,management,married,tertiary,no,0,no,no,14,jul,109,8,-1,0,no
12156,53,management,married,primary,no,4086,no,no,20,jun,14,3,-1,0,no
42869,74,retired,married,primary,no,5539,no,no,3,feb,253,2,181,1,no
28722,28,student,single,secondary,no,69,no,no,30,jan,532,2,-1,0,yes
12508,50,services,married,primary,no,-15,no,yes,2,jul,71,1,-1,0,no
38210,34,management,single,tertiary,no,4782,yes,no,15,may,160,1,277,1,no
14687,42,services,married,secondary,no,0,no,no,15,jul,194,4,-1,0,no
22841,35,management,married,tertiary,no,0,no,no,25,aug,484,4,-1,0,no
42505,46,management,married,tertiary,no,0,yes,no,17,dec,155,1,199,2,no
4985,31,admin.,single,tertiary,no,1583,yes,no,21,may,207,1,-1,0,no
2613,51,management,married,tertiary,no,1212,yes,no,13,may,184,1,-1,0,no
18608,53,management,divorced,secondary,no,2215,yes,yes,31,jul,88,14,-1,0,no
32662,29,blue-collar,married,secondary,no,580,yes,yes,17,apr,1311,2,-1,0,yes
5180,38,blue-collar,single,primary,no,-5,yes,no,21,may,30,12,-1,0,no
11731,31,blue-collar,married,primary,no,224,yes,no,20,jun,20,19,-1,0,no
16274,42,management,divorced,secondary,no,283,yes,no,23,jul,761,1,-1,0,yes
4133,28,student,single,tertiary,no,80,yes,no,19,may,234,1,-1,0,no
5338,32,blue-collar,married,primary,no,827,yes,no,23,may,230,2,-1,0,no
32430,36,blue-collar,married,secondary,no,866,yes,no,16,apr,344,1,-1,0,no
6063,33,services,married,secondary,no,2065,yes,yes,26,may,241,2,-1,0,no
11184,54,housemaid,married,primary,no,5048,no,no,18,jun,163,1,-1,0,no
38400,29,blue-collar,single,primary,no,722,yes,no,15,may,78,1,359,1,no
29286,35,admin.,married,tertiary,no,1145,yes,no,2,feb,82,2,-1,0,no
33727,39,admin.,single,secondary,no,720,yes,no,22,apr,154,8,14,5,no
21935,35,technician,married,secondary,no,1144,no,no,20,aug,197,13,-1,0,no
23554,30,management,single,tertiary,no,20261,yes,no,28,aug,81,10,-1,0,no
34855,40,blue-collar,married,secondary,no,1012,yes,no,6,may,410,1,-1,0,no
26701,32,admin.,married,tertiary,no,233,yes,no,20,nov,102,4,-1,0,no
41009,48,self-employed,married,tertiary,no,3118,no,no,13,aug,371,2,-1,0,no
40520,55,admin.,married,secondary,no,865,yes,no,8,jul,105,1,82,2,no
29116,42,management,single,tertiary,no,336,yes,no,2,feb,142,6,195,3,no
12380,30,blue-collar,married,secondary,no,1131,yes,yes,27,jun,148,5,-1,0,no
43427,27,technician,single,tertiary,no,-67,yes,no,6,apr,604,3,236,2,yes
27946,35,self-employed,single,tertiary,no,4213,no,no,28,jan,203,1,-1,0,no
42782,33,technician,married,tertiary,no,1699,no,no,28,jan,202,1,83,3,yes
20369,59,retired,married,tertiary,no,1296,no,no,11,aug,862,11,-1,0,no
33062,37,blue-collar,single,secondary,no,1127,yes,no,17,apr,72,2,281,1,no
43757,67,management,married,secondary,no,3240,no,no,20,may,129,1,-1,0,no
18060,29,blue-collar,single,tertiary,no,11310,yes,no,30,jul,436,3,-1,0,no
7776,35,student,single,secondary,no,2960,yes,no,30,may,123,2,-1,0,no
4877,32,blue-collar,married,primary,no,323,yes,no,21,may,530,2,-1,0,no
4919,33,management,married,tertiary,no,188,yes,no,21,may,136,1,-1,0,no
21652,52,technician,divorced,tertiary,no,0,no,no,19,aug,119,2,-1,0,no
15322,34,services,married,secondary,no,-102,yes,no,18,jul,185,1,-1,0,no
4692,27,blue-collar,single,secondary,no,317,yes,no,20,may,16,10,-1,0,no
35707,51,admin.,divorced,secondary,no,74,yes,no,8,may,74,2,287,2,no
6423,35,technician,single,secondary,no,-229,yes,no,27,may,100,2,-1,0,no
10433,42,unemployed,married,secondary,no,583,yes,no,12,jun,153,6,-1,0,no
16811,28,services,single,secondary,no,340,yes,no,24,jul,821,2,-1,0,yes
4502,37,management,single,tertiary,no,427,yes,no,20,may,121,1,-1,0,no
9698,28,blue-collar,married,secondary,no,822,yes,no,6,jun,209,18,-1,0,no
32017,39,services,married,secondary,no,554,yes,no,14,apr,251,1,-1,0,no
13698,42,technician,married,secondary,no,2030,yes,yes,9,jul,196,1,-1,0,no
790,32,blue-collar,single,secondary,no,301,yes,no,7,may,395,2,-1,0,no
21197,32,management,single,secondary,no,1473,no,no,14,aug,253,7,-1,0,no
21767,37,technician,single,tertiary,no,1661,no,no,19,aug,199,5,-1,0,no
3610,42,blue-collar,married,primary,no,2519,yes,no,15,may,262,4,-1,0,no
31601,39,technician,single,tertiary,no,54,yes,no,3,apr,204,2,248,12,no
16175,25,admin.,married,secondary,no,7,yes,yes,22,jul,209,3,-1,0,no
30985,28,management,single,tertiary,no,385,no,yes,9,feb,79,4,193,7,no
24290,49,entrepreneur,married,secondary,no,2655,no,no,17,nov,63,1,-1,0,no
36554,35,services,married,secondary,no,211,yes,no,12,may,187,1,-1,0,no
34241,33,technician,married,secondary,no,557,no,no,4,may,367,1,-1,0,yes
23035,32,management,single,tertiary,no,5167,no,no,26,aug,10,18,-1,0,no
133,55,admin.,single,secondary,no,802,yes,yes,5,may,100,2,-1,0,no
11101,42,entrepreneur,divorced,secondary,no,31,no,no,18,jun,120,1,-1,0,no
17088,28,management,single,secondary,no,265,yes,no,25,jul,194,2,-1,0,no
30485,29,unemployed,single,secondary,no,523,no,no,5,feb,351,1,-1,0,no
36222,48,admin.,divorced,secondary,no,1282,yes,no,11,may,123,2,343,2,no
21085,51,technician,married,tertiary,no,4455,no,no,14,aug,85,4,-1,0,no
34602,44,unemployed,married,secondary,no,0,no,no,5,may,398,2,165,4,no
4159,48,blue-collar,married,secondary,no,5057,yes,no,19,may,21,2,-1,0,no
39875,38,admin.,married,tertiary,no,1988,no,no,2,jun,103,1,67,4,yes
13411,46,management,married,tertiary,no,-591,no,no,9,jul,126,1,-1,0,no
22436,36,technician,single,tertiary,no,1324,no,no,22,aug,85,2,-1,0,no
17373,41,management,married,secondary,no,49,yes,no,28,jul,534,8,-1,0,no
36867,32,technician,single,secondary,no,0,yes,no,12,may,61,4,-1,0,no
43618,35,unemployed,single,tertiary,no,415,no,no,4,may,164,2,89,2,yes
28692,26,services,single,secondary,no,49,no,no,30,jan,397,1,-1,0,no
40062,33,technician,single,tertiary,no,154,no,no,4,jun,111,2,78,2,no
18536,36,technician,married,secondary,no,7957,no,no,31,jul,288,2,-1,0,no
41561,74,retired,married,primary,no,1765,no,no,11,sep,290,2,-1,0,yes
31153,28,management,single,tertiary,no,3611,no,no,26,feb,141,2,-1,0,yes
44720,36,admin.,married,secondary,no,194,yes,yes,7,sep,120,3,-1,0,no
647,31,student,single,secondary,no,252,yes,no,6,may,175,3,-1,0,no
11053,54,services,married,secondary,no,468,no,no,17,jun,207,3,-1,0,no
9976,25,blue-collar,single,primary,no,116,yes,no,9,jun,253,4,-1,0,no
9794,41,housemaid,married,primary,no,884,no,no,9,jun,322,1,-1,0,no
4009,43,services,married,secondary,no,3608,yes,no,16,may,165,6,-1,0,no
20446,58,management,married,tertiary,no,5942,no,no,12,aug,64,2,-1,0,no
5301,32,blue-collar,married,primary,no,697,yes,no,23,may,700,1,-1,0,no
14539,47,admin.,married,secondary,no,0,yes,no,15,jul,56,4,-1,0,no
24717,41,admin.,married,primary,no,611,no,yes,17,nov,487,1,-1,0,no
37576,49,technician,married,secondary,no,-205,yes,yes,14,may,6,6,309,1,no
27721,39,technician,married,secondary,no,616,no,no,8,dec,170,1,-1,0,no
24212,56,management,married,tertiary,no,6798,yes,no,17,nov,250,1,-1,0,no
34098,49,entrepreneur,single,secondary,no,5802,no,no,30,apr,618,2,-1,0,yes
39208,30,retired,single,secondary,no,48,no,no,18,may,142,2,300,1,no
28584,31,technician,married,tertiary,no,702,no,yes,29,jan,157,3,182,29,no
23,25,services,married,secondary,no,50,yes,no,5,may,342,1,-1,0,no
41589,31,management,single,tertiary,no,3384,no,no,16,sep,153,1,104,2,yes
42226,39,management,single,tertiary,no,1509,no,no,11,nov,248,1,-1,0,no
18640,32,blue-collar,married,primary,no,-105,yes,yes,31,jul,454,19,-1,0,no
18840,49,technician,married,secondary,no,324,no,no,4,aug,227,1,-1,0,no
12602,34,technician,married,secondary,no,173,no,no,4,jul,31,1,-1,0,no
35269,35,management,single,tertiary,no,1618,yes,yes,7,may,542,1,-1,0,yes
24612,59,admin.,married,secondary,no,2145,no,no,17,nov,273,2,-1,0,no
25945,40,admin.,married,secondary,no,67,no,yes,19,nov,359,2,152,5,no
14086,55,blue-collar,married,secondary,no,983,no,no,11,jul,41,2,-1,0,no
43369,70,management,married,tertiary,no,1295,no,no,26,mar,698,1,-1,0,no
11687,36,self-employed,single,secondary,no,1173,yes,yes,20,jun,50,5,-1,0,no
39244,38,blue-collar,married,primary,no,5643,yes,no,18,may,106,2,362,1,no
2792,47,blue-collar,married,primary,no,4666,no,no,14,may,451,3,-1,0,no
21590,36,management,married,tertiary,no,61,no,yes,19,aug,452,2,-1,0,no
14865,31,technician,single,tertiary,no,127,yes,no,16,jul,122,1,-1,0,no
2938,48,management,married,tertiary,no,20718,yes,no,14,may,125,1,-1,0,no
27164,50,management,married,tertiary,no,19447,yes,yes,21,nov,166,1,-1,0,no
21022,39,management,single,tertiary,no,668,no,no,14,aug,297,2,-1,0,no
8741,41,admin.,single,secondary,no,-22,yes,no,4,jun,166,2,-1,0,no
41772,48,management,married,tertiary,no,1093,yes,yes,13,oct,1226,2,-1,0,yes
6987,52,blue-collar,married,primary,no,-211,yes,yes,28,may,153,2,-1,0,no
42372,57,blue-collar,divorced,primary,no,1299,no,no,27,nov,142,2,-1,0,no
5261,37,technician,single,secondary,no,6714,yes,no,23,may,90,1,-1,0,no
29250,27,admin.,single,tertiary,no,43,no,no,2,feb,95,3,-1,0,no
36392,48,services,married,primary,no,222,yes,no,11,may,127,2,369,1,no
10199,59,management,married,tertiary,no,7049,no,no,11,jun,647,2,-1,0,no
6257,33,blue-collar,married,secondary,no,-241,yes,yes,27,may,169,1,-1,0,no
35702,35,blue-collar,married,primary,no,0,yes,no,8,may,265,1,290,2,no
17353,59,self-employed,married,primary,no,0,yes,no,28,jul,97,2,-1,0,no
19358,41,management,divorced,secondary,no,0,no,no,6,aug,438,2,-1,0,no
32343,35,management,married,tertiary,no,0,yes,no,16,apr,563,1,-1,0,no
22640,39,technician,married,secondary,no,140,no,no,22,aug,110,1,-1,0,no
6717,28,services,single,secondary,no,40,yes,no,28,may,313,2,-1,0,no
13580,44,admin.,divorced,secondary,no,145,no,yes,9,jul,672,6,-1,0,no
28247,26,unemployed,married,primary,no,205,no,no,29,jan,239,1,-1,0,no
193,42,admin.,married,secondary,no,445,yes,no,5,may,67,1,-1,0,no
9567,53,technician,married,primary,no,44,no,no,6,jun,256,1,-1,0,no
18792,48,blue-collar,married,secondary,no,4259,no,no,31,jul,84,7,-1,0,no
26084,31,services,married,secondary,no,283,yes,no,19,nov,214,2,-1,0,no
32424,54,technician,married,secondary,no,3994,no,yes,16,apr,299,2,-1,0,yes
32353,48,management,single,tertiary,no,430,yes,no,16,apr,44,1,-1,0,no
6662,25,admin.,single,secondary,no,4590,yes,no,28,may,199,2,-1,0,no
667,40,technician,single,secondary,no,200,yes,no,6,may,322,2,-1,0,no
5953,43,management,married,tertiary,no,-69,yes,no,26,may,48,2,-1,0,no
4714,39,blue-collar,divorced,secondary,no,226,yes,no,20,may,221,2,-1,0,no
43178,27,technician,single,tertiary,no,1075,no,no,2,mar,658,1,-1,0,yes
23420,48,management,married,tertiary,no,0,no,no,27,aug,203,7,-1,0,no
17697,33,blue-collar,married,secondary,no,0,no,no,29,jul,454,6,-1,0,yes
36157,55,services,married,secondary,no,761,yes,no,11,may,28,1,-1,0,no
33749,42,self-employed,married,tertiary,no,10072,no,no,22,apr,102,1,-1,0,no
2791,55,blue-collar,divorced,secondary,no,7378,no,no,14,may,316,3,-1,0,no
11145,48,management,single,tertiary,no,0,no,no,18,jun,96,3,-1,0,no
35737,27,self-employed,single,secondary,no,23,yes,no,8,may,291,1,-1,0,no
21909,33,management,single,tertiary,no,432,no,no,20,aug,588,6,-1,0,yes
34834,26,admin.,single,secondary,no,96,no,no,6,may,606,1,345,1,no
38558,27,management,single,tertiary,no,7944,yes,no,15,may,99,3,346,1,no
8446,55,admin.,divorced,secondary,no,873,yes,yes,3,jun,131,1,-1,0,no
2415,44,blue-collar,married,primary,no,353,yes,no,13,may,705,1,-1,0,no
42501,43,unemployed,married,secondary,no,775,no,no,16,dec,325,1,124,2,no
24475,52,technician,married,tertiary,no,3440,yes,no,17,nov,124,1,131,1,no
33451,47,housemaid,married,primary,no,1747,yes,no,20,apr,325,1,-1,0,no
4024,60,unemployed,married,primary,no,26,yes,no,16,may,196,6,-1,0,no
38302,32,services,single,secondary,no,-341,no,no,15,may,339,1,345,3,no
16687,54,management,married,tertiary,no,0,yes,no,24,jul,140,2,-1,0,no
31802,27,technician,single,tertiary,no,4661,no,no,8,apr,114,1,-1,0,yes
11443,52,unemployed,married,primary,no,425,no,no,19,jun,122,1,-1,0,no
457,37,technician,married,secondary,no,1,yes,no,6,may,608,1,-1,0,yes
29119,29,unemployed,single,secondary,no,875,no,no,2,feb,137,1,-1,0,no
19906,42,technician,married,tertiary,no,-805,no,no,8,aug,103,6,-1,0,no
42982,58,management,married,secondary,no,2155,no,yes,10,feb,135,2,92,5,yes
38583,34,technician,married,secondary,no,393,yes,no,15,may,314,2,177,6,no
30147,30,blue-collar,single,secondary,no,-276,no,yes,4,feb,361,8,-1,0,no
11396,39,services,married,tertiary,no,16,no,no,19,jun,32,1,-1,0,no
8191,47,management,divorced,secondary,no,1208,yes,no,2,jun,339,7,-1,0,no
27883,26,admin.,single,secondary,no,52,no,no,28,jan,287,1,-1,0,no
41937,68,retired,single,tertiary,no,2144,no,no,22,oct,277,1,184,2,yes
40544,54,admin.,married,secondary,no,5084,yes,yes,8,jul,69,1,-1,0,no
1374,26,student,single,tertiary,no,37,yes,no,8,may,108,1,-1,0,no
32125,32,technician,single,secondary,no,674,yes,yes,15,apr,169,1,316,3,no
17354,25,unemployed,married,secondary,no,157,yes,no,28,jul,33,31,-1,0,no
31705,53,blue-collar,married,primary,no,53,yes,no,7,apr,208,1,140,1,no
37451,36,blue-collar,married,secondary,no,330,yes,no,13,may,777,2,-1,0,no
30899,41,admin.,single,secondary,no,242,no,yes,9,feb,116,3,-1,0,no
20885,36,management,married,tertiary,no,114,no,no,13,aug,342,1,-1,0,no
9908,44,services,divorced,secondary,no,20,no,no,9,jun,98,1,-1,0,no
18142,57,services,divorced,secondary,no,4664,no,no,30,jul,103,1,-1,0,no
16450,28,services,single,secondary,no,-221,no,yes,23,jul,1090,12,-1,0,no
35781,28,admin.,single,secondary,no,-281,yes,no,8,may,144,4,340,4,no
767,46,technician,married,secondary,yes,289,no,no,7,may,51,3,-1,0,no
11423,59,retired,married,primary,no,143,yes,no,19,jun,11,1,-1,0,no
25105,32,entrepreneur,married,secondary,no,1996,yes,no,18,nov,271,1,-1,0,no
9562,59,retired,divorced,primary,no,40,no,no,6,jun,108,1,-1,0,no
17499,44,blue-collar,married,secondary,no,337,yes,no,28,jul,257,3,-1,0,no
14196,37,blue-collar,married,secondary,no,1059,yes,no,11,jul,94,2,-1,0,no
21386,48,technician,married,secondary,no,14148,yes,no,18,aug,85,2,-1,0,no
33520,40,blue-collar,single,primary,no,1530,yes,no,20,apr,8,3,315,1,no
18998,40,technician,divorced,secondary,no,348,yes,no,5,aug,142,2,-1,0,no
28817,31,management,married,tertiary,no,1400,yes,no,30,jan,175,2,2,1,no
21978,37,management,single,tertiary,no,361,no,no,20,aug,174,2,-1,0,no
15205,26,self-employed,married,tertiary,no,10005,yes,no,17,jul,84,2,-1,0,no
10297,38,blue-collar,divorced,primary,no,0,no,no,12,jun,49,2,-1,0,no
8375,37,management,married,tertiary,no,1125,yes,no,3,jun,301,1,-1,0,no
43628,30,management,married,tertiary,no,451,no,no,5,may,173,1,274,3,no
34950,53,management,divorced,secondary,no,28,yes,no,6,may,135,2,289,1,no
42314,43,management,married,tertiary,no,3186,no,no,16,nov,380,1,88,1,yes
22732,40,technician,married,secondary,no,214,no,no,25,aug,59,6,-1,0,no
18920,44,unemployed,single,tertiary,no,810,no,no,4,aug,184,1,-1,0,no
15948,32,management,married,tertiary,no,553,yes,no,22,jul,72,1,-1,0,no
22291,42,management,married,tertiary,no,37,no,no,21,aug,299,1,-1,0,no
20687,33,management,divorced,tertiary,no,2695,yes,no,12,aug,711,3,-1,0,no
24943,35,management,married,tertiary,no,1041,no,no,18,nov,586,1,120,3,no
6497,26,technician,single,secondary,no,261,yes,no,27,may,371,2,-1,0,no
749,30,management,married,tertiary,no,32,yes,no,6,may,122,3,-1,0,no
37856,29,unemployed,married,tertiary,no,111,yes,no,14,may,216,1,-1,0,no
16508,49,blue-collar,married,secondary,no,3677,yes,no,23,jul,276,3,-1,0,no
28447,27,admin.,single,secondary,no,671,yes,no,29,jan,243,1,-1,0,no
12100,26,student,single,secondary,no,715,yes,no,20,jun,31,10,-1,0,no
18633,51,self-employed,married,tertiary,no,833,no,no,31,jul,77,3,-1,0,no
3189,42,housemaid,single,primary,no,5774,yes,no,15,may,54,2,-1,0,no
28186,50,management,single,tertiary,no,567,yes,no,29,jan,50,1,258,8,no
33526,48,admin.,single,secondary,no,3531,yes,no,20,apr,81,2,287,6,no
10996,47,admin.,married,secondary,no,726,no,no,17,jun,60,3,-1,0,no
26657,39,management,divorced,tertiary,no,155,yes,no,20,nov,20,6,153,26,no
9105,44,unemployed,married,tertiary,no,1151,yes,no,5,jun,127,2,-1,0,no
38668,37,blue-collar,married,primary,no,2120,yes,no,15,may,655,3,175,4,yes
32409,40,blue-collar,married,primary,no,-214,yes,no,16,apr,348,2,266,1,no
44387,38,management,married,tertiary,no,1199,no,no,3,aug,482,1,-1,0,yes
42144,76,retired,married,primary,no,1492,no,no,3,nov,383,1,-1,0,yes
