,standardscaler__age,standardscaler__balance,standardscaler__duration,standardscaler__campaign,standardscaler__pdays,standardscaler__previous,ordinalencoder__education,onehotencoder-1__default_yes,onehotencoder-1__housing_yes,onehotencoder-1__loan_yes,onehotencoder-2__job_admin.,onehotencoder-2__job_blue-collar,onehotencoder-2__job_entrepreneur,onehotencoder-2__job_housemaid,onehotencoder-2__job_management,onehotencoder-2__job_retired,onehotencoder-2__job_self-employed,onehotencoder-2__job_services,onehotencoder-2__job_student,onehotencoder-2__job_technician,onehotencoder-2__job_unemployed,onehotencoder-2__marital_divorced,onehotencoder-2__marital_married,onehotencoder-2__marital_single
2109,0.039617374252147466,-0.4871551029478024,-0.7218995752074735,1.980617787567087,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2110,-0.2526708091192515,-0.4814743980719789,-0.5084830449393124,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2111,1.2087701077377433,-0.34210777178510887,-0.3276215786103624,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2112,-0.1552414146621185,4.444075442925388,0.591154670340704,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2113,-1.3243941481477142,-0.1959242996472507,0.20049390307017184,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2114,-1.5192529370619803,-0.30120669667917965,0.4754033318901759,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2115,0.7216231354520783,-0.14366181478967444,-0.5735931728177345,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2116,-0.5449589924906504,0.9133280057718858,-0.5627414848379975,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2117,-0.9346765703191824,-0.48601896197263766,0.25113511364227786,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2118,-0.5449589924906504,0.17559379923160653,1.5388687539044024,-0.580204941102315,-0.3021736684114701,1.3178645554095898,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2119,0.5267643465378123,-0.29590470546174436,-0.5157175035924705,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2120,-0.6423883869477834,0.234673129940171,-0.7001961992479995,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2121,1.1113407132806103,0.7747188068017922,-0.28783205601799333,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2122,-1.3243941481477142,-0.48677638928941414,-0.7110478872277365,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2123,1.4036288966520092,-0.3106745381388855,0.0919770232728018,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2124,0.13704676870928045,-0.43867975467410847,-0.4108178531216794,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2125,1.0139113188234772,0.1233313143740303,-0.7255168045340525,-0.26010210001863976,0.9058510937526347,0.2362056372489376,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2126,0.039617374252147466,-0.4871551029478024,0.9781982082846571,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2127,-0.1552414146621185,-0.3849024151829793,-0.5265691915722075,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2128,-0.9346765703191824,0.10553177242978332,0.1028287112525388,1.0203092643160612,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2129,-1.0321059647763153,-0.40118710249367334,-0.8629715189440545,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2130,-1.4218235426048473,-0.43905846833249673,-0.6387033006961564,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2131,-1.2269647536905812,-0.4648109971028966,0.24751788431569885,0.06000074106503546,1.490059790209046,2.9403529326505677,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2132,-0.6423883869477834,-0.4489050234505908,0.7611644486899171,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2133,0.13704676870928045,0.5811961273654048,-0.21187024015983433,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2134,0.13704676870928045,-0.27204574498328565,0.17879052711069782,-0.26010210001863976,2.985237979444946,0.7770350963292638,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2135,-0.9346765703191824,-0.4795808297800377,0.1534699218246448,-0.580204941102315,0.31174055498340286,0.2362056372489376,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2136,-0.35010020357638444,-0.42845448589762614,0.717757696770969,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2137,1.695917080023408,-0.4871551029478024,1.1011840053883433,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2138,-0.6423883869477834,-0.006188756794745618,0.8407434938746551,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2139,1.598487685566275,-0.4871551029478024,-0.07079829642325328,0.7002064232323859,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2140,-0.35010020357638444,-0.390961833717191,-0.5121002742658914,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2141,-1.4218235426048473,-0.2523526347470975,-0.1395256536282543,-0.580204941102315,0.539482928178275,0.2362056372489376,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2142,-0.2526708091192515,1.1019274076492263,-0.24804253342562435,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2143,-0.44752959803351744,2.928463382055677,2.497434525447838,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2144,-0.7398177814049164,-0.46178128783579075,-0.4506073757140484,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2145,0.23447616316641343,-0.40345938444400276,-0.6821100526151045,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2146,-0.8372471758620493,-0.05239182311811013,-0.5084830449393124,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2147,-0.2526708091192515,-0.3674815868971205,-0.1395256536282543,-0.580204941102315,2.054464802039816,0.7770350963292638,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2150,-1.3243941481477142,-0.4008083888352851,-0.27336313871167733,0.7002064232323859,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2151,-0.05781202020498551,-0.45193473271769663,-0.4614590636937854,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2152,-0.5449589924906504,0.3604060645250646,-0.7942441617390535,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2153,-0.6423883869477834,-0.4356500454070026,-0.4542246050406274,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2154,-0.44752959803351744,-0.7995938711180951,-0.6025310074303665,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2155,0.3319055576235464,-0.3750558600648852,-0.33485603726352037,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2156,-0.2526708091192515,-0.20652828208212123,0.3668864520928059,-0.580204941102315,3.0050416640705873,0.7770350963292638,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2157,-0.05781202020498551,-0.2311446698773564,-0.6784928232885256,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2158,-0.44752959803351744,-0.39815739322656746,-0.4361384584077324,1.980617787567087,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2159,0.039617374252147466,-0.3489246176360971,-0.21187024015983433,0.7002064232323859,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2160,-0.8372471758620493,0.7118523395093455,0.565834065054651,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2161,-0.35010020357638444,-0.48601896197263766,-0.6495549886758935,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2162,0.9164819243663442,0.01729149002532487,-0.6025310074303665,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2163,-1.3243941481477142,-0.5973607775387784,-0.7074306579011576,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2164,-0.35010020357638444,-0.33377607130056774,-0.7616890977998425,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2165,-1.0321059647763153,-0.28416458205170914,0.3632692227662269,-0.26010210001863976,0.5097774012398135,0.7770350963292638,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2166,-0.2526708091192515,-0.15047866064066265,-0.23357361611930832,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2167,-0.35010020357638444,8.168724273173666,-0.3891144771622054,-0.580204941102315,3.450624568147511,0.2362056372489376,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2168,-1.4218235426048473,-0.06867651042880417,0.5549823770749139,-0.580204941102315,2.549556917680843,1.3178645554095898,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2170,-0.1552414146621185,-0.4871551029478024,-0.8412681429845805,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2172,-1.3243941481477142,-0.4345139044318379,-0.4252867704279954,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2173,-0.7398177814049164,-0.3118106791140502,-0.11420504834220128,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2175,-1.1295353592334483,-0.478444688804873,-0.3710283305293104,0.06000074106503546,3.282293248829562,0.7770350963292638,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2176,-0.6423883869477834,-0.27545416790877975,-0.7761580151061586,-0.580204941102315,1.5197653171475076,0.2362056372489376,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2177,-0.8372471758620493,-0.30802354253016784,2.902564210024686,-0.580204941102315,0.5493847704910956,1.3178645554095898,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2178,-0.2526708091192515,-0.47087041563710835,-0.1756979468940443,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2179,0.039617374252147466,-0.2913601415610856,-0.03824323248404226,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2180,0.4293349520806794,-0.4871551029478024,2.956822649923371,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2181,0.7216231354520783,0.2630766543192885,0.1064459405791178,0.06000074106503546,1.9653482212244315,0.7770350963292638,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2182,0.4293349520806794,-0.3610434547045206,-0.3457077252432574,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2183,-0.9346765703191824,-0.22357039670959175,-0.28059759736483536,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2184,-0.6423883869477834,-0.3311250756918501,-0.4614590636937854,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2185,0.039617374252147466,10.001698379772717,-0.4144350824482584,-0.26010210001863976,0.6385013513064803,0.2362056372489376,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2186,0.23447616316641343,0.8016074765473569,1.6112133404359823,-0.26010210001863976,0.5691884551167367,0.7770350963292638,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2187,-0.05781202020498551,0.035469745627960084,-0.48677966897983843,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2188,-0.35010020357638444,-0.5204819048859669,-0.13229119497509628,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2189,-1.4218235426048473,-0.35384789519514415,-0.2154874694864133,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2190,-0.44752959803351744,0.2547449538347474,6.165305062598945,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2191,-0.7398177814049164,-0.4424668912579908,-0.3710283305293104,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2192,-1.0321059647763153,-0.4871551029478024,-0.4397556877343114,-0.580204941102315,3.80709089140905,4.022011850811221,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2193,0.5267643465378123,-0.4042168117607792,1.6907923856207203,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2195,1.598487685566275,-0.2443996479209446,-0.49763135695957544,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2196,-0.44752959803351744,-0.4807169707552024,1.3001316183501883,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2197,-0.1552414146621185,2.9754238756958182,2.1320943634633585,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2198,-0.7398177814049164,-0.4871551029478024,-0.8991438122098446,4.541440516236489,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2199,-0.2526708091192515,0.47591373033347584,-0.1395256536282543,-0.580204941102315,3.708072468280845,1.858694014489916,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2200,-1.4218235426048473,0.4630374659482759,1.8608021639699335,0.06000074106503546,0.5691884551167367,1.3178645554095898,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2201,1.695917080023408,-0.13570882796352154,0.1534699218246448,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2202,-1.1295353592334483,0.7690381019259687,1.3688589755551892,1.3404121053997364,-0.4011920915396754,-0.30462382183138853,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2203,-0.1552414146621185,-0.3413503444683324,-0.07079829642325328,-0.580204941102315,0.08399818178853063,0.7770350963292638,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2204,1.7933464744805412,0.8057733267896274,-0.5229519622456285,1.0203092643160612,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2205,-0.9346765703191824,-0.4163356488292027,-0.07441552574983228,-0.580204941102315,3.0446490333218694,0.2362056372489376,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2206,-0.8372471758620493,-0.1341939733299686,2.4684966908352055,-0.580204941102315,2.757495606250074,0.2362056372489376,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2207,-1.2269647536905812,-0.32506565715763835,-0.5880620901240504,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2208,-1.0321059647763153,-0.0982161757830864,-0.4542246050406274,-0.26010210001863976,0.7375197744346857,0.2362056372489376,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2209,-0.35010020357638444,-0.35422660885353235,-0.33485603726352037,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2210,-1.5192529370619803,-0.48033825709681416,-0.13229119497509628,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2211,-0.2526708091192515,-0.4750362658793789,1.6039788817828244,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2212,-0.7398177814049164,-0.42390992199696736,-0.4361384584077324,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2215,-0.1552414146621185,-0.408761375661438,-0.6640239059822095,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2216,-0.9346765703191824,-0.12056028162799219,0.7322266140772851,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2217,3.449646180251802,0.04720986903799533,-0.10335336036246429,-0.26010210001863976,1.4603542632705844,1.3178645554095898,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2218,0.23447616316641343,0.8038797584976863,-0.32400434928378335,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2219,0.13704676870928045,-0.6484871214211899,-0.3674111012027314,1.3404121053997364,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2220,-1.1295353592334483,-0.2568971986477563,-0.28059759736483536,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2221,-0.8372471758620493,1.0250485349964147,-0.4108178531216794,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2222,1.1113407132806103,0.780778225336004,0.5260445424622819,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2223,-0.05781202020498551,0.011989498807889598,1.5171653779449283,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2225,-1.3243941481477142,-0.36861772787228525,-0.3420904959166784,-0.580204941102315,0.5295810858654545,1.3178645554095898,2,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2226,-1.7141117259762462,-0.3443800537354383,-0.9208471881693187,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
